time (sec),ref_Roll (deg),ref_Pitch (deg),ref_Yaw (deg)
2.05250000000000000E+02,0.00000000000000000E+00,4.15273032912063000E+01,0.00000000000000000E+00
2.05260000000000000E+02,0.00000000000000000E+00,4.15455325373511000E+01,0.00000000000000000E+00
2.05270000000000000E+02,0.00000000000000000E+00,4.15636660926128000E+01,0.00000000000000000E+00
2.05280000000000000E+02,0.00000000000000000E+00,4.15817044593020000E+01,0.00000000000000000E+00
2.05290000000000000E+02,0.00000000000000000E+00,4.15996481370926000E+01,0.00000000000000000E+00
2.05300000000000000E+02,0.00000000000000000E+00,4.16174976230356000E+01,0.00000000000000000E+00
2.05310000000000000E+02,0.00000000000000000E+00,4.16352534115728000E+01,0.00000000000000000E+00
2.05320000000000000E+02,0.00000000000000000E+00,4.16529159945505000E+01,0.00000000000000000E+00
2.05330000000000000E+02,0.00000000000000000E+00,4.16704858612332000E+01,0.00000000000000000E+00
2.05340000000000000E+02,0.00000000000000000E+00,4.16879634983169000E+01,0.00000000000000000E+00
2.05350000000000000E+02,0.00000000000000000E+00,4.17053493899432000E+01,0.00000000000000000E+00
2.05360000000000000E+02,0.00000000000000000E+00,4.17226440177118000E+01,0.00000000000000000E+00
2.05370000000000000E+02,0.00000000000000000E+00,4.17398478606947000E+01,0.00000000000000000E+00
2.05380000000000000E+02,0.00000000000000000E+00,4.17569613954490000E+01,0.00000000000000000E+00
2.05390000000000000E+02,0.00000000000000000E+00,4.17739850960301000E+01,0.00000000000000000E+00
2.05400000000000000E+02,0.00000000000000000E+00,4.17909194340051000E+01,0.00000000000000000E+00
2.05410000000000000E+02,0.00000000000000000E+00,4.18077648784656000E+01,0.00000000000000000E+00
2.05420000000000000E+02,0.00000000000000000E+00,4.18245218960409000E+01,0.00000000000000000E+00
2.05430000000000000E+02,0.00000000000000000E+00,4.18411909509105000E+01,0.00000000000000000E+00
2.05440000000000000E+02,0.00000000000000000E+00,4.18577725048178000E+01,0.00000000000000000E+00
2.05450000000000000E+02,0.00000000000000000E+00,4.18742670170819000E+01,0.00000000000000000E+00
2.05460000000000000E+02,0.00000000000000000E+00,4.18906749446111000E+01,0.00000000000000000E+00
2.05470000000000000E+02,0.00000000000000000E+00,4.19069967419150000E+01,0.00000000000000000E+00
2.05480000000000000E+02,0.00000000000000000E+00,4.19232328611176000E+01,0.00000000000000000E+00
2.05490000000000000E+02,0.00000000000000000E+00,4.19393837519694000E+01,0.00000000000000000E+00
2.05500000000000000E+02,0.00000000000000000E+00,4.19554498618600000E+01,0.00000000000000000E+00
2.05510000000000000E+02,0.00000000000000000E+00,4.19714316358306000E+01,0.00000000000000000E+00
2.05520000000000000E+02,0.00000000000000000E+00,4.19873295165862000E+01,0.00000000000000000E+00
2.05530000000000000E+02,0.00000000000000000E+00,4.20031439445080000E+01,0.00000000000000000E+00
2.05540000000000000E+02,0.00000000000000000E+00,4.20188753576654000E+01,0.00000000000000000E+00
2.05550000000000000E+02,0.00000000000000000E+00,4.20345241918282000E+01,0.00000000000000000E+00
2.05560000000000000E+02,0.00000000000000000E+00,4.20500908804788000E+01,0.00000000000000000E+00
2.05570000000000000E+02,0.00000000000000000E+00,4.20655758548241000E+01,0.00000000000000000E+00
2.05580000000000000E+02,0.00000000000000000E+00,4.20809795438074000E+01,0.00000000000000000E+00
2.05590000000000000E+02,0.00000000000000000E+00,4.20963023741205000E+01,0.00000000000000000E+00
2.05600000000000000E+02,0.00000000000000000E+00,4.21115447702153000E+01,0.00000000000000000E+00
2.05610000000000000E+02,0.00000000000000000E+00,4.21267071543154000E+01,0.00000000000000000E+00
2.05620000000000000E+02,0.00000000000000000E+00,4.21417899464284000E+01,0.00000000000000000E+00
2.05630000000000000E+02,0.00000000000000000E+00,4.21567935643569000E+01,0.00000000000000000E+00
2.05640000000000000E+02,0.00000000000000000E+00,4.21717184237103000E+01,0.00000000000000000E+00
2.05650000000000000E+02,0.00000000000000000E+00,4.21865649379166000E+01,0.00000000000000000E+00
2.05660000000000000E+02,0.00000000000000000E+00,4.22013335182332000E+01,0.00000000000000000E+00
2.05670000000000000E+02,0.00000000000000000E+00,4.22160245737591000E+01,0.00000000000000000E+00
2.05680000000000000E+02,0.00000000000000000E+00,4.22306385114455000E+01,0.00000000000000000E+00
2.05690000000000000E+02,0.00000000000000000E+00,4.22451757361076000E+01,0.00000000000000000E+00
2.05700000000000000E+02,0.00000000000000000E+00,4.22596366504354000E+01,0.00000000000000000E+00
2.05710000000000000E+02,0.00000000000000000E+00,4.22740216550052000E+01,0.00000000000000000E+00
2.05720000000000000E+02,0.00000000000000000E+00,4.22883311482905000E+01,0.00000000000000000E+00
2.05730000000000000E+02,0.00000000000000000E+00,4.23025655266731000E+01,0.00000000000000000E+00
2.05740000000000000E+02,0.00000000000000000E+00,4.23167251844542000E+01,0.00000000000000000E+00
2.05750000000000000E+02,0.00000000000000000E+00,4.23308105138649000E+01,0.00000000000000000E+00
2.05760000000000000E+02,0.00000000000000000E+00,4.23448219050776000E+01,0.00000000000000000E+00
2.05770000000000000E+02,0.00000000000000000E+00,4.23587597462165000E+01,0.00000000000000000E+00
2.05780000000000000E+02,0.00000000000000000E+00,4.23726244233683000E+01,0.00000000000000000E+00
2.05790000000000000E+02,0.00000000000000000E+00,4.23864163205934000E+01,0.00000000000000000E+00
2.05800000000000000E+02,0.00000000000000000E+00,4.24001358199356000E+01,0.00000000000000000E+00
2.05810000000000000E+02,0.00000000000000000E+00,4.24137833014336000E+01,0.00000000000000000E+00
2.05820000000000000E+02,0.00000000000000000E+00,4.24273591431311000E+01,0.00000000000000000E+00
2.05830000000000000E+02,0.00000000000000000E+00,4.24408637210873000E+01,0.00000000000000000E+00
2.05840000000000000E+02,0.00000000000000000E+00,4.24542974093874000E+01,0.00000000000000000E+00
2.05850000000000000E+02,0.00000000000000000E+00,4.24676605801527000E+01,0.00000000000000000E+00
2.05860000000000000E+02,0.00000000000000000E+00,4.24809536035514000E+01,0.00000000000000000E+00
2.05870000000000000E+02,0.00000000000000000E+00,4.24941768478085000E+01,0.00000000000000000E+00
2.05880000000000000E+02,0.00000000000000000E+00,4.25073306792160000E+01,0.00000000000000000E+00
2.05890000000000000E+02,0.00000000000000000E+00,4.25204154621431000E+01,0.00000000000000000E+00
2.05900000000000000E+02,0.00000000000000000E+00,4.25334315590464000E+01,0.00000000000000000E+00
2.05910000000000000E+02,0.00000000000000000E+00,4.25463793304799000E+01,0.00000000000000000E+00
2.05920000000000000E+02,0.00000000000000000E+00,4.25592591351048000E+01,0.00000000000000000E+00
2.05930000000000000E+02,0.00000000000000000E+00,4.25720713296996000E+01,0.00000000000000000E+00
2.05940000000000000E+02,0.00000000000000000E+00,4.25848162691701000E+01,0.00000000000000000E+00
2.05950000000000000E+02,0.00000000000000000E+00,4.25974943065590000E+01,0.00000000000000000E+00
2.05960000000000000E+02,0.00000000000000000E+00,4.26101057930557000E+01,0.00000000000000000E+00
2.05970000000000000E+02,0.00000000000000000E+00,4.26226510780062000E+01,0.00000000000000000E+00
2.05980000000000000E+02,0.00000000000000000E+00,4.26351305089227000E+01,0.00000000000000000E+00
2.05990000000000000E+02,0.00000000000000000E+00,4.26475444314930000E+01,0.00000000000000000E+00
2.06000000000000000E+02,0.00000000000000000E+00,4.26598931895906000E+01,0.00000000000000000E+00
2.06010000000000000E+02,0.00000000000000000E+00,4.26721771252836000E+01,0.00000000000000000E+00
2.06020000000000000E+02,0.00000000000000000E+00,4.26843965788447000E+01,0.00000000000000000E+00
2.06030000000000000E+02,0.00000000000000000E+00,4.26965518887602000E+01,0.00000000000000000E+00
2.06040000000000000E+02,0.00000000000000000E+00,4.27086433917398000E+01,0.00000000000000000E+00
2.06050000000000000E+02,0.00000000000000000E+00,4.27206714227256000E+01,0.00000000000000000E+00
2.06060000000000000E+02,0.00000000000000000E+00,4.27326363149014000E+01,0.00000000000000000E+00
2.06070000000000000E+02,0.00000000000000000E+00,4.27445383997022000E+01,0.00000000000000000E+00
2.06080000000000000E+02,0.00000000000000000E+00,4.27563780068231000E+01,0.00000000000000000E+00
2.06090000000000000E+02,0.00000000000000000E+00,4.27681554642285000E+01,0.00000000000000000E+00
2.06100000000000000E+02,0.00000000000000000E+00,4.27798710981612000E+01,0.00000000000000000E+00
2.06110000000000000E+02,0.00000000000000000E+00,4.27915252331516000E+01,0.00000000000000000E+00
2.06120000000000000E+02,0.00000000000000000E+00,4.28031181920263000E+01,0.00000000000000000E+00
2.06130000000000000E+02,0.00000000000000000E+00,4.28146502959176000E+01,0.00000000000000000E+00
2.06140000000000000E+02,0.00000000000000000E+00,4.28261218642718000E+01,0.00000000000000000E+00
2.06150000000000000E+02,0.00000000000000000E+00,4.28375332148584000E+01,0.00000000000000000E+00
2.06160000000000000E+02,0.00000000000000000E+00,4.28488846637789000E+01,0.00000000000000000E+00
2.06170000000000000E+02,0.00000000000000000E+00,4.28601765254755000E+01,0.00000000000000000E+00
2.06180000000000000E+02,0.00000000000000000E+00,4.28714091127397000E+01,0.00000000000000000E+00
2.06190000000000000E+02,0.00000000000000000E+00,4.28825827367211000E+01,0.00000000000000000E+00
2.06200000000000000E+02,0.00000000000000000E+00,4.28936977069360000E+01,0.00000000000000000E+00
2.06210000000000000E+02,0.00000000000000000E+00,4.29047543312760000E+01,0.00000000000000000E+00
2.06220000000000000E+02,0.00000000000000000E+00,4.29157529160163000E+01,0.00000000000000000E+00
2.06230000000000000E+02,0.00000000000000000E+00,4.29266937658246000E+01,0.00000000000000000E+00
2.06240000000000000E+02,0.00000000000000000E+00,4.29375771837691000E+01,0.00000000000000000E+00
2.06250000000000000E+02,0.00000000000000000E+00,4.29484034713273000E+01,0.00000000000000000E+00
2.06260000000000000E+02,0.00000000000000000E+00,4.29591729283940000E+01,0.00000000000000000E+00
2.06270000000000000E+02,0.00000000000000000E+00,4.29698858532898000E+01,0.00000000000000000E+00
2.06280000000000000E+02,0.00000000000000000E+00,4.29805425427695000E+01,0.00000000000000000E+00
2.06290000000000000E+02,0.00000000000000000E+00,4.29911432920297000E+01,0.00000000000000000E+00
2.06300000000000000E+02,0.00000000000000000E+00,4.30016883947179000E+01,0.00000000000000000E+00
2.06310000000000000E+02,0.00000000000000000E+00,4.30121781429400000E+01,0.00000000000000000E+00
2.06320000000000000E+02,0.00000000000000000E+00,4.30226128272684000E+01,0.00000000000000000E+00
2.06330000000000000E+02,0.00000000000000000E+00,4.30329927367503000E+01,0.00000000000000000E+00
2.06340000000000000E+02,0.00000000000000000E+00,4.30433181589156000E+01,0.00000000000000000E+00
2.06350000000000000E+02,0.00000000000000000E+00,4.30535893797849000E+01,0.00000000000000000E+00
2.06360000000000000E+02,0.00000000000000000E+00,4.30638066838775000E+01,0.00000000000000000E+00
2.06370000000000000E+02,0.00000000000000000E+00,4.30739703542188000E+01,0.00000000000000000E+00
2.06380000000000000E+02,0.00000000000000000E+00,4.30840806723489000E+01,0.00000000000000000E+00
2.06390000000000000E+02,0.00000000000000000E+00,4.30941379183298000E+01,0.00000000000000000E+00
2.06400000000000000E+02,0.00000000000000000E+00,4.31041423707534000E+01,0.00000000000000000E+00
2.06410000000000000E+02,0.00000000000000000E+00,4.31140943067493000E+01,0.00000000000000000E+00
2.06420000000000000E+02,0.00000000000000000E+00,4.31239940019923000E+01,0.00000000000000000E+00
2.06430000000000000E+02,0.00000000000000000E+00,4.31338417307099000E+01,0.00000000000000000E+00
2.06440000000000000E+02,0.00000000000000000E+00,4.31436377656904000E+01,0.00000000000000000E+00
2.06450000000000000E+02,0.00000000000000000E+00,4.31533823782901000E+01,0.00000000000000000E+00
2.06460000000000000E+02,0.00000000000000000E+00,4.31630758384406000E+01,0.00000000000000000E+00
2.06470000000000000E+02,0.00000000000000000E+00,4.31727184146568000E+01,0.00000000000000000E+00
2.06480000000000000E+02,0.00000000000000000E+00,4.31823103740441000E+01,0.00000000000000000E+00
2.06490000000000000E+02,0.00000000000000000E+00,4.31918519823057000E+01,0.00000000000000000E+00
2.06500000000000000E+02,0.00000000000000000E+00,4.32013435037499000E+01,0.00000000000000000E+00
2.06510000000000000E+02,0.00000000000000000E+00,4.32107852012979000E+01,0.00000000000000000E+00
2.06520000000000000E+02,0.00000000000000000E+00,4.32201773364904000E+01,0.00000000000000000E+00
2.06530000000000000E+02,0.00000000000000000E+00,4.32295201694954000E+01,0.00000000000000000E+00
2.06540000000000000E+02,0.00000000000000000E+00,4.32388139591151000E+01,0.00000000000000000E+00
2.06550000000000000E+02,0.00000000000000000E+00,4.32480589627933000E+01,0.00000000000000000E+00
2.06560000000000000E+02,0.00000000000000000E+00,4.32572554366223000E+01,0.00000000000000000E+00
2.06570000000000000E+02,0.00000000000000000E+00,4.32664036353501000E+01,0.00000000000000000E+00
2.06580000000000000E+02,0.00000000000000000E+00,4.32755038123875000E+01,0.00000000000000000E+00
2.06590000000000000E+02,0.00000000000000000E+00,4.32845562198149000E+01,0.00000000000000000E+00
2.06600000000000000E+02,0.00000000000000000E+00,4.32935611083896000E+01,0.00000000000000000E+00
2.06610000000000000E+02,0.00000000000000000E+00,4.33025187275527000E+01,0.00000000000000000E+00
2.06620000000000000E+02,0.00000000000000000E+00,4.33114293254357000E+01,0.00000000000000000E+00
2.06630000000000000E+02,0.00000000000000000E+00,4.33202931488677000E+01,0.00000000000000000E+00
2.06640000000000000E+02,0.00000000000000000E+00,4.33291104433821000E+01,0.00000000000000000E+00
2.06650000000000000E+02,0.00000000000000000E+00,4.33378814532233000E+01,0.00000000000000000E+00
2.06660000000000000E+02,0.00000000000000000E+00,4.33466064213538000E+01,0.00000000000000000E+00
2.06670000000000000E+02,0.00000000000000000E+00,4.33552855894606000E+01,0.00000000000000000E+00
2.06680000000000000E+02,0.00000000000000000E+00,4.33639191979619000E+01,0.00000000000000000E+00
2.06690000000000000E+02,0.00000000000000000E+00,4.33725074860142000E+01,0.00000000000000000E+00
2.06700000000000000E+02,0.00000000000000000E+00,4.33810506915182000E+01,0.00000000000000000E+00
2.06710000000000000E+02,0.00000000000000000E+00,4.33895490511260000E+01,0.00000000000000000E+00
2.06720000000000000E+02,0.00000000000000000E+00,4.33980028002475000E+01,0.00000000000000000E+00
2.06730000000000000E+02,0.00000000000000000E+00,4.34064121730568000E+01,0.00000000000000000E+00
2.06740000000000000E+02,0.00000000000000000E+00,4.34147774024985000E+01,0.00000000000000000E+00
2.06750000000000000E+02,0.00000000000000000E+00,4.34230987202949000E+01,0.00000000000000000E+00
2.06760000000000000E+02,0.00000000000000000E+00,4.34313763569514000E+01,0.00000000000000000E+00
2.06770000000000000E+02,0.00000000000000000E+00,4.34396105417639000E+01,0.00000000000000000E+00
2.06780000000000000E+02,0.00000000000000000E+00,4.34478015028242000E+01,0.00000000000000000E+00
2.06790000000000000E+02,0.00000000000000000E+00,4.34559494670271000E+01,0.00000000000000000E+00
2.06800000000000000E+02,0.00000000000000000E+00,4.34640546600761000E+01,0.00000000000000000E+00
2.06810000000000000E+02,0.00000000000000000E+00,4.34721173064902000E+01,0.00000000000000000E+00
2.06820000000000000E+02,0.00000000000000000E+00,4.34801376296097000E+01,0.00000000000000000E+00
2.06830000000000000E+02,0.00000000000000000E+00,4.34881158516024000E+01,0.00000000000000000E+00
2.06840000000000000E+02,0.00000000000000000E+00,4.34960521934701000E+01,0.00000000000000000E+00
2.06850000000000000E+02,0.00000000000000000E+00,4.35039468750542000E+01,0.00000000000000000E+00
2.06860000000000000E+02,0.00000000000000000E+00,4.35118001150424000E+01,0.00000000000000000E+00
2.06870000000000000E+02,0.00000000000000000E+00,4.35196121309743000E+01,0.00000000000000000E+00
2.06880000000000000E+02,0.00000000000000000E+00,4.35273831392474000E+01,0.00000000000000000E+00
2.06890000000000000E+02,0.00000000000000000E+00,4.35351133551237000E+01,0.00000000000000000E+00
2.06900000000000000E+02,0.00000000000000000E+00,4.35428029927347000E+01,0.00000000000000000E+00
2.06910000000000000E+02,0.00000000000000000E+00,4.35504522650883000E+01,0.00000000000000000E+00
2.06920000000000000E+02,0.00000000000000000E+00,4.35580613840740000E+01,0.00000000000000000E+00
2.06930000000000000E+02,0.00000000000000000E+00,4.35656305604691000E+01,0.00000000000000000E+00
2.06940000000000000E+02,0.00000000000000000E+00,4.35731600039444000E+01,0.00000000000000000E+00
2.06950000000000000E+02,0.00000000000000000E+00,4.35806499230703000E+01,0.00000000000000000E+00
2.06960000000000000E+02,0.00000000000000000E+00,4.35881005253220000E+01,0.00000000000000000E+00
2.06970000000000000E+02,0.00000000000000000E+00,4.35955120170858000E+01,0.00000000000000000E+00
2.06980000000000000E+02,0.00000000000000000E+00,4.36028846036648000E+01,0.00000000000000000E+00
2.06990000000000000E+02,0.00000000000000000E+00,4.36102184892840000E+01,0.00000000000000000E+00
2.07000000000000000E+02,0.00000000000000000E+00,4.36175138770967000E+01,0.00000000000000000E+00
2.07010000000000000E+02,0.00000000000000000E+00,4.36247709691895000E+01,0.00000000000000000E+00
2.07020000000000000E+02,0.00000000000000000E+00,4.36319899665885000E+01,0.00000000000000000E+00
2.07030000000000000E+02,0.00000000000000000E+00,4.36391710692642000E+01,0.00000000000000000E+00
2.07040000000000000E+02,0.00000000000000000E+00,4.36463144761378000E+01,0.00000000000000000E+00
2.07050000000000000E+02,0.00000000000000000E+00,4.36534203850859000E+01,0.00000000000000000E+00
2.07060000000000000E+02,0.00000000000000000E+00,4.36604889929467000E+01,0.00000000000000000E+00
2.07070000000000000E+02,0.00000000000000000E+00,4.36675204955250000E+01,0.00000000000000000E+00
2.07080000000000000E+02,0.00000000000000000E+00,4.36745150875976000E+01,0.00000000000000000E+00
2.07090000000000000E+02,0.00000000000000000E+00,4.36814729629192000E+01,0.00000000000000000E+00
2.07100000000000000E+02,0.00000000000000000E+00,4.36883943142271000E+01,0.00000000000000000E+00
2.07110000000000000E+02,0.00000000000000000E+00,4.36952793332472000E+01,0.00000000000000000E+00
2.07120000000000000E+02,0.00000000000000000E+00,4.37021282106986000E+01,0.00000000000000000E+00
2.07130000000000000E+02,0.00000000000000000E+00,4.37089411362996000E+01,0.00000000000000000E+00
2.07140000000000000E+02,0.00000000000000000E+00,4.37157182987723000E+01,0.00000000000000000E+00
2.07150000000000000E+02,0.00000000000000000E+00,4.37224598858483000E+01,0.00000000000000000E+00
2.07160000000000000E+02,0.00000000000000000E+00,4.37291660842738000E+01,0.00000000000000000E+00
2.07170000000000000E+02,0.00000000000000000E+00,4.37358370798146000E+01,0.00000000000000000E+00
2.07180000000000000E+02,0.00000000000000000E+00,4.37424730572614000E+01,0.00000000000000000E+00
2.07190000000000000E+02,0.00000000000000000E+00,4.37490742004350000E+01,0.00000000000000000E+00
2.07200000000000000E+02,0.00000000000000000E+00,4.37556406921909000E+01,0.00000000000000000E+00
2.07210000000000000E+02,0.00000000000000000E+00,4.37621727144252000E+01,0.00000000000000000E+00
2.07220000000000000E+02,0.00000000000000000E+00,4.37686704480788000E+01,0.00000000000000000E+00
2.07230000000000000E+02,0.00000000000000000E+00,4.37751340731430000E+01,0.00000000000000000E+00
2.07240000000000000E+02,0.00000000000000000E+00,4.37815637686642000E+01,0.00000000000000000E+00
2.07250000000000000E+02,0.00000000000000000E+00,4.37879597127490000E+01,0.00000000000000000E+00
2.07260000000000000E+02,0.00000000000000000E+00,4.37943220825689000E+01,0.00000000000000000E+00
2.07270000000000000E+02,0.00000000000000000E+00,4.38006510543656000E+01,0.00000000000000000E+00
2.07280000000000000E+02,0.00000000000000000E+00,4.38069468034554000E+01,0.00000000000000000E+00
2.07290000000000000E+02,0.00000000000000000E+00,4.38132095042344000E+01,0.00000000000000000E+00
2.07300000000000000E+02,0.00000000000000000E+00,4.38194393301835000E+01,0.00000000000000000E+00
2.07310000000000000E+02,0.00000000000000000E+00,4.38256364538726000E+01,0.00000000000000000E+00
2.07320000000000000E+02,0.00000000000000000E+00,4.38318010469658000E+01,0.00000000000000000E+00
2.07330000000000000E+02,0.00000000000000000E+00,4.38379332802262000E+01,0.00000000000000000E+00
2.07340000000000000E+02,0.00000000000000000E+00,4.38440333235205000E+01,0.00000000000000000E+00
2.07350000000000000E+02,0.00000000000000000E+00,4.38501013458235000E+01,0.00000000000000000E+00
2.07360000000000000E+02,0.00000000000000000E+00,4.38561375152234000E+01,0.00000000000000000E+00
2.07370000000000000E+02,0.00000000000000000E+00,4.38621419989256000E+01,0.00000000000000000E+00
2.07380000000000000E+02,0.00000000000000000E+00,4.38681149632582000E+01,0.00000000000000000E+00
2.07390000000000000E+02,0.00000000000000000E+00,4.38740565736759000E+01,0.00000000000000000E+00
2.07400000000000000E+02,0.00000000000000000E+00,4.38799669947650000E+01,0.00000000000000000E+00
2.07410000000000000E+02,0.00000000000000000E+00,4.38858463902478000E+01,0.00000000000000000E+00
2.07420000000000000E+02,0.00000000000000000E+00,4.38916949229871000E+01,0.00000000000000000E+00
2.07430000000000000E+02,0.00000000000000000E+00,4.38975127549911000E+01,0.00000000000000000E+00
2.07440000000000000E+02,0.00000000000000000E+00,4.39033000474172000E+01,0.00000000000000000E+00
2.07450000000000000E+02,0.00000000000000000E+00,4.39090569605769000E+01,0.00000000000000000E+00
2.07460000000000000E+02,0.00000000000000000E+00,4.39147836539404000E+01,0.00000000000000000E+00
2.07470000000000000E+02,0.00000000000000000E+00,4.39204802861406000E+01,0.00000000000000000E+00
2.07480000000000000E+02,0.00000000000000000E+00,4.39261470149776000E+01,0.00000000000000000E+00
2.07490000000000000E+02,0.00000000000000000E+00,4.39317839974235000E+01,0.00000000000000000E+00
2.07500000000000000E+02,0.00000000000000000E+00,4.39373913896261000E+01,0.00000000000000000E+00
2.07510000000000000E+02,0.00000000000000000E+00,4.39429693469136000E+01,0.00000000000000000E+00
2.07520000000000000E+02,0.00000000000000000E+00,4.39485180237989000E+01,0.00000000000000000E+00
2.07530000000000000E+02,0.00000000000000000E+00,4.39540375739838000E+01,0.00000000000000000E+00
2.07540000000000000E+02,0.00000000000000000E+00,4.39595281503632000E+01,0.00000000000000000E+00
2.07550000000000000E+02,0.00000000000000000E+00,4.39649899050295000E+01,0.00000000000000000E+00
2.07560000000000000E+02,0.00000000000000000E+00,4.39704229892766000E+01,0.00000000000000000E+00
2.07570000000000000E+02,0.00000000000000000E+00,4.39758275536044000E+01,0.00000000000000000E+00
2.07580000000000000E+02,0.00000000000000000E+00,4.39812037477226000E+01,0.00000000000000000E+00
2.07590000000000000E+02,0.00000000000000000E+00,4.39865517205551000E+01,0.00000000000000000E+00
2.07600000000000000E+02,0.00000000000000000E+00,4.39918716202441000E+01,0.00000000000000000E+00
2.07610000000000000E+02,0.00000000000000000E+00,4.39971635941540000E+01,0.00000000000000000E+00
2.07620000000000000E+02,0.00000000000000000E+00,4.40024277888759000E+01,0.00000000000000000E+00
2.07630000000000000E+02,0.00000000000000000E+00,4.40076643502312000E+01,0.00000000000000000E+00
2.07640000000000000E+02,0.00000000000000000E+00,4.40128734232758000E+01,0.00000000000000000E+00
2.07650000000000000E+02,0.00000000000000000E+00,4.40180551523043000E+01,0.00000000000000000E+00
2.07660000000000000E+02,0.00000000000000000E+00,4.40232096808539000E+01,0.00000000000000000E+00
2.07670000000000000E+02,0.00000000000000000E+00,4.40283371517080000E+01,0.00000000000000000E+00
2.07680000000000000E+02,0.00000000000000000E+00,4.40334377069009000E+01,0.00000000000000000E+00
2.07690000000000000E+02,0.00000000000000000E+00,4.40385114877210000E+01,0.00000000000000000E+00
2.07700000000000000E+02,0.00000000000000000E+00,4.40435586347153000E+01,0.00000000000000000E+00
2.07710000000000000E+02,0.00000000000000000E+00,4.40485792876927000E+01,0.00000000000000000E+00
2.07720000000000000E+02,0.00000000000000000E+00,4.40535735857286000E+01,0.00000000000000000E+00
2.07730000000000000E+02,0.00000000000000000E+00,4.40585416671681000E+01,0.00000000000000000E+00
2.07740000000000000E+02,0.00000000000000000E+00,4.40634836696300000E+01,0.00000000000000000E+00
2.07750000000000000E+02,0.00000000000000000E+00,4.40683997300109000E+01,0.00000000000000000E+00
2.07760000000000000E+02,0.00000000000000000E+00,4.40732899844887000E+01,0.00000000000000000E+00
2.07770000000000000E+02,0.00000000000000000E+00,4.40781545685264000E+01,0.00000000000000000E+00
2.07780000000000000E+02,0.00000000000000000E+00,4.40829936168762000E+01,0.00000000000000000E+00
2.07790000000000000E+02,0.00000000000000000E+00,4.40878072635825000E+01,0.00000000000000000E+00
2.07800000000000000E+02,0.00000000000000000E+00,4.40925956419864000E+01,0.00000000000000000E+00
2.07810000000000000E+02,0.00000000000000000E+00,4.40973588847289000E+01,0.00000000000000000E+00
2.07820000000000000E+02,0.00000000000000000E+00,4.41020971237548000E+01,0.00000000000000000E+00
2.07830000000000000E+02,0.00000000000000000E+00,4.41068104903162000E+01,0.00000000000000000E+00
2.07840000000000000E+02,0.00000000000000000E+00,4.41114991149764000E+01,0.00000000000000000E+00
2.07850000000000000E+02,0.00000000000000000E+00,4.41161631276130000E+01,0.00000000000000000E+00
2.07860000000000000E+02,0.00000000000000000E+00,4.41208026574222000E+01,0.00000000000000000E+00
2.07870000000000000E+02,0.00000000000000000E+00,4.41254178329217000E+01,0.00000000000000000E+00
2.07880000000000000E+02,0.00000000000000000E+00,4.41300087819548000E+01,0.00000000000000000E+00
2.07890000000000000E+02,0.00000000000000000E+00,4.41345756316936000E+01,0.00000000000000000E+00
2.07900000000000000E+02,0.00000000000000000E+00,4.41391185086428000E+01,0.00000000000000000E+00
2.07910000000000000E+02,0.00000000000000000E+00,4.41436375386426000E+01,0.00000000000000000E+00
2.07920000000000000E+02,0.00000000000000000E+00,4.41481328468732000E+01,0.00000000000000000E+00
2.07930000000000000E+02,0.00000000000000000E+00,4.41526045578573000E+01,0.00000000000000000E+00
2.07940000000000000E+02,0.00000000000000000E+00,4.41570527954640000E+01,0.00000000000000000E+00
2.07950000000000000E+02,0.00000000000000000E+00,4.41614776829123000E+01,0.00000000000000000E+00
2.07960000000000000E+02,0.00000000000000000E+00,4.41658793427744000E+01,0.00000000000000000E+00
2.07970000000000000E+02,0.00000000000000000E+00,4.41702578969788000E+01,0.00000000000000000E+00
2.07980000000000000E+02,0.00000000000000000E+00,4.41746134668143000E+01,0.00000000000000000E+00
2.07990000000000000E+02,0.00000000000000000E+00,4.41789461729329000E+01,0.00000000000000000E+00
2.08000000000000000E+02,0.00000000000000000E+00,4.41832561353531000E+01,0.00000000000000000E+00
2.08010000000000000E+02,0.00000000000000000E+00,4.41875434734636000E+01,0.00000000000000000E+00
2.08020000000000000E+02,0.00000000000000000E+00,4.41918083060264000E+01,0.00000000000000000E+00
2.08030000000000000E+02,0.00000000000000000E+00,4.41960507511798000E+01,0.00000000000000000E+00
2.08040000000000000E+02,0.00000000000000000E+00,4.42002709264424000E+01,0.00000000000000000E+00
2.08050000000000000E+02,0.00000000000000000E+00,4.42044689487154000E+01,0.00000000000000000E+00
2.08060000000000000E+02,0.00000000000000000E+00,4.42086449342868000E+01,0.00000000000000000E+00
2.08070000000000000E+02,0.00000000000000000E+00,4.42127989988339000E+01,0.00000000000000000E+00
2.08080000000000000E+02,0.00000000000000000E+00,4.42169312574269000E+01,0.00000000000000000E+00
2.08090000000000000E+02,0.00000000000000000E+00,4.42210418245319000E+01,0.00000000000000000E+00
2.08100000000000000E+02,0.00000000000000000E+00,4.42251308140141000E+01,0.00000000000000000E+00
2.08110000000000000E+02,0.00000000000000000E+00,4.42291983391410000E+01,0.00000000000000000E+00
2.08120000000000000E+02,0.00000000000000000E+00,4.42332445125857000E+01,0.00000000000000000E+00
2.08130000000000000E+02,0.00000000000000000E+00,4.42372694464297000E+01,0.00000000000000000E+00
2.08140000000000000E+02,0.00000000000000000E+00,4.42412732521660000E+01,0.00000000000000000E+00
